,state_1,state_2,state_3,state_4,state_5
state_1,0.6981300089047195,0.15138023152270705,0.06856634016028496,0.043187889581478185,0.03873552983081033
state_2,0.1630484988452656,0.5085450346420324,0.20277136258660508,0.11963048498845266,0.006004618937644342
state_3,0.07187780772686433,0.2210242587601078,0.42407906558849956,0.23225516621743036,0.05076370170709793
state_4,0.04436229205175601,0.10582255083179297,0.26524953789279115,0.39371534195933455,0.19085027726432532
state_5,0.03858374943259192,0.006808896958692692,0.05401724920562869,0.1929187471629596,0.7076713572401271
